과목,학년,강좌번호,교과목명,교과목번호,학점,시간,담당교수,단계,시간및강의실,비고
[화학공학과],3,0737, 화학반응공학,화공360,3,3,정지철, ," 화11:00-11:50(Y301), 목09:00-10:50(Y301)", 
[화학공학과],3,0738, 화학반응공학,화공360,3,3,정지철, ," 화09:00-10:50(Y351), 목11:00-11:50(Y351)", 
[전자공학과],2,0624, 회로이론,전자101,3,3,김정국, ," 월09:00-09:50(Y19112), 수10:00-11:50(Y19109)", 
[전자공학과],2,0625, 회로이론,전자101,3,3,박종대, ," 월09:00-09:50(Y19605), 수10:00-11:50(Y19605)", 
[전자공학과],2,0626, 회로이론,전자101,3,3,김정국, ," 월10:00-11:50(Y19112), 수09:00-09:50(Y19109)", 
[전자공학과],2,1261, 회로이론,전자101,3,3,박종대, ," 월10:00-11:50(Y19605), 수09:00-09:50(Y19605)", 
[전자공학과],3,0627, 신호및시스템,전자209,3,3,우동민, ," 월10:00-11:50(Y19106), 수13:00-13:50(Y19112)", 
[전자공학과],3,0628, 신호및시스템,전자209,3,3,박상윤, ," 월10:00-11:50(Y19515), 수13:00-13:50(Y19109)", 
[전자공학과],3,0629, 신호및시스템,전자209,3,3,우동민, ," 월15:00-16:50(Y19112), 수14:00-14:50(Y19112)", 
[전자공학과],3,0630, 신호및시스템,전자209,3,3,박동철, ," 월15:00-16:50(Y19515), 수14:00-14:50(Y19515)", 
[전자공학과],2,0631, 고급C언어,전자219,2,2,최우영, , 월10:00-11:50(Y19603), 
[전자공학과],2,0632, 고급C언어,전자219,2,2,최우영, , 수10:00-11:50(Y19112), 
[전자공학과],2,0633, 고급C언어,전자219,2,2,최우영, , 금13:00-14:50(Y19112), 
[전자공학과],2,0634, 기계공학입문,전자225,3,3,김도현, , 목13:00-15:50(Y19109), 
[전자공학과],2,0635, 전기자기학,전자226,3,3,서동선, ," 화15:00-16:50(Y19106), 목09:00-09:50(Y19605)", 
[전자공학과],2,0636, 전기자기학,전자226,3,3,원용욱, ," 화15:00-16:50(Y19605), 목09:00-09:50(Y19122)", 
[전자공학과],2,0637, 전기자기학,전자226,3,3,서동선, ," 화14:00-14:50(Y19106), 목10:00-11:50(Y19605)", 
[전자공학과],2,0638, 전기자기학,전자226,3,3,원용욱, ," 화14:00-14:50(Y19605), 목10:00-11:50(Y19122)", 
[전자공학과],3,0639, 전자회로실험,전자307,1,2,한용수, , 화15:00-16:50(Y19615), 
[전자공학과],3,0640, 마이크로프로세서응용,전자320,3,3,김정국, ," 화09:00-09:50(Y19109), 목09:00-10:50(Y19109)", 
[전자공학과],3,0641, 마이크로프로세서응용,전자320,3,3,오영철, ," 화09:00-09:50(Y19605), 목09:00-10:50(Y19106)", 
[전자공학과],3,0642, 마이크로프로세서응용,전자320,3,3,김정국, ," 화10:00-10:50(Y19109), 목15:00-16:50(Y19112)", 
[전자공학과],3,0643, 마이크로프로세서응용,전자320,3,3,오영철, ," 화10:00-10:50(Y19605), 목15:00-16:50(Y19106)", 
[전자공학과],2,0644, 컴퓨터구조,전자321,3,3,변하영, ," 월13:00-14:50(Y19605), 수14:00-14:50(Y19122)", 
[전자공학과],2,0645, 컴퓨터구조,전자321,3,3,변하영, ," 월15:00-16:50(Y19605), 수13:00-13:50(Y19515)", 
[전자공학과],2,0646, 컴퓨터구조,전자321,3,3,김재민, ," 월15:00-16:50(Y19106), 수13:00-13:50(Y19122)", 
[전자공학과],3,0647, 반도체소자,전자327,3,3,김가람, ," 월13:00-13:50(Y19112), 수10:00-11:50(Y19515)", 
[전자공학과],3,0648, 반도체소자,전자327,3,3,김가람, ," 월14:00-14:50(Y19112), 수16:00-17:50(Y19605)", 
[전자공학과],3,0649, 컴퓨터그래픽스,전자331,3,3,최우영, ," 화09:00-09:50(Y19112), 목09:00-10:50(Y19112)", 
[전자공학과],3,0650, 컴퓨터그래픽스,전자331,3,3,최우영, ," 화10:00-10:50(Y19112), 목11:00-12:50(Y19112)", 
[전자공학과],4,0651, 디지털통신,전자422,3,3,박재현, ," 월14:00-14:50(Y19106), 수15:00-16:50(Y19106)", 
[전자공학과],4,0652, 시스템온칩,전자431,3,3,박상윤, ," 화09:00-10:50(Y19515), 목12:00-12:50(Y19605)", 
[전자공학과],4,0653, IoT,전자432,3,3,김재민, ," 화13:00-14:50(Y19515), 목15:00-15:50(Y19515)", IPP학생 수강강좌
[전자공학과],4,0654, IoT,전자432,3,3,김재민, ," 화17:00-18:50(Y19515), 목11:00-11:50(Y19515)", 
[전자공학과],4,0655, 머신러닝,전자433,3,3,박동철, ," 월12:00-13:50(Y19603), 수13:00-13:50(Y19603)", 
[전자공학과],4,0656, 반도체패키징,전자435,3,3,홍상진, ," 월15:00-15:50(Y19109), 수09:00-10:50(Y19106)", 일학습병행제&LINC
[전자공학과],4,0657, 반도체패키징,전자435,3,3,홍상진, ," 월10:00-11:50(Y19109), 수14:00-14:50(Y19106)", 전자공학과 전용
[전자공학과],4,0658, 반도체장비실습,전자437,3,3,하태민, , 금15:00-17:50(Y19022), 일학습병행제&LINC
[전자공학과],4,0659, 캡스톤디자인1,전자499,3,3,우동민, , 월17:00-19:50(Y19605), 
[전자공학과],4,0660, 캡스톤디자인1,전자499,3,3,김가람, , 목17:00-19:50(Y19112), 
[전자공학과],4,0661, 캡스톤디자인1,전자499,3,3,한용수, , 월17:00-19:50(Y19603), 
[전자공학과],4,0662, 캡스톤디자인1,전자499,3,3,박동철, , 월17:00-19:50(Y19515), 
[전자공학과],4,0663, 캡스톤디자인2,전자500,3,3,미배정, , , 
[전자공학과],1,0664, 디지털논리회로,전자203,3,3,박상윤, ," 화13:00-14:50(Y19112), 목13:00-13:50(Y19605)", 
[전자공학과],1,0665, 디지털논리회로,전자203,3,3,오영철, ," 화13:00-14:50(Y19109), 목13:00-13:50(Y19112)", 
[전자공학과],1,0666, 디지털논리회로,전자203,3,3,박상윤, ," 화15:00-15:50(Y19112), 수14:00-15:50(Y19605)", 
[전자공학과],1,0667, 디지털논리회로,전자203,3,3,오영철, ," 화15:00-15:50(Y19109), 수14:00-15:50(Y19109)", 
[전자공학과],3,0668, 전자회로,전자301,3,3,김가람, ," 월10:00-11:50(Y19122), 수12:00-12:50(Y19605)", 
[전자공학과],3,0669, 전자회로,전자301,3,3,한용수, ," 월10:00-11:50(Y19024), 수13:00-13:50(Y19024)", 
[전자공학과],3,0670, 전자회로,전자301,3,3,한용수, ," 월15:00-16:50(Y19122), 수10:00-10:50(Y19122)", 
[전자공학과],3,0671, 마이크로파공학,전자318,3,3,박종대, ," 화13:00-14:50(Y19603), 목15:00-15:50(Y19605)", 
[전자공학과],3,1262, 마이크로파공학,전자318,3,3,박종대, ," 화15:00-16:50(Y19603), 목14:00-14:50(Y19605)", 
[환경에너지공학과],2,0755, 물질및에너지수지,환경220,3,3,김민중, ," 화14:00-15:50(Y8301), 목14:00-14:50(Y8301)", 
[환경에너지공학과],4,0829, 환경빅데이터,환경368,3,3,송효종, ," 화11:00-11:50(Y9101), 목10:00-11:50(Y9101)", 
[환경에너지공학과],2,0830, 환경화학,환경203,3,3,정범석, ," 월13:00-14:50(Y8301), 수14:00-14:50(Y8301)", 
[환경에너지공학과],2,0831, 환경미생물학,환경205,3,3,오영숙, ," 월15:00-16:50(Y8301), 수15:00-15:50(Y8301)", 
[환경에너지공학과],2,0832, 환경미생물학실험,환경206,2,4,장덕진, , 화09:00-12:50(Y8621), 
[환경에너지공학과],2,0833, 환경미생물학실험,환경206,2,4,오영숙, , 수09:00-12:50(Y8621), 
[환경에너지공학과],2,0834, 환경미생물학실험,환경206,2,4,오영숙, , 목09:00-12:50(Y8621), 
[환경에너지공학과],1,0835, 환경에너지공학개론,환경220,2,2,이기세, , 화15:00-16:50(Y8345), 
[환경에너지공학과],3,0836, 생물학적폐수처리,환경302,3,3,안대희, ," 화09:00-10:50(Y8345), 목09:00-09:50(Y8345)", 
[환경에너지공학과],3,0837, 수처리실험,환경304,2,4,김한승, , 월13:00-16:50(Y8613), 
[환경에너지공학과],3,0838, 수처리실험,환경304,2,4,안대희, , 수13:00-16:50(Y8613), 
[환경에너지공학과],3,0839, 수처리실험,환경304,2,4,김한승, , 목15:00-18:50(Y8613), 
[환경에너지공학과],3,0840, 대기오염제어공학,환경307,3,3,김민중, ," 월09:00-10:50(Y8345), 수09:00-09:50(Y8345)", 
[환경에너지공학과],3,0841, 폐기물에너지공학,환경311,3,3,장덕진, ," 화13:00-13:50(Y8345), 목13:00-14:50(Y8345)", 
[환경에너지공학과],3,0842, 환경사물인터넷,환경329,3,3,김민중, ," 월11:00-11:50(Y8345), 수10:00-11:50(Y8345)", 
[환경에너지공학과],4,0843, 환경영향평가,환경403,3,3,미배정, ," 월11:00-11:50(Y8301), 수10:00-11:50(Y8301)", 
[환경에너지공학과],4,0844, 환경반응공학,환경411,3,3,장덕진, ," 월09:00-10:50(Y8301), 수09:00-09:50(Y8301)", 
[환경에너지공학과],4,0845, 신재생에너지공학,환경412,3,3,정범석, ," 화09:00-10:50(Y8301), 목09:00-09:50(Y8301)", 
[환경에너지공학과],4,0846, 캡스톤디자인1,환경417,3,3,이기세, , 수16:00-18:50(Y8345), 
[환경에너지공학과],4,0847, 캡스톤디자인1,환경417,3,3,장덕진, , 수16:00-18:50(Y8617), 
[환경에너지공학과],4,0848, 캡스톤디자인1,환경417,3,3,송효종, , 수16:00-18:50(Y8621), 
[환경에너지공학과],4,0849, 캡스톤디자인2,환경418,3,3,안대희, , 금09:00-11:50(Y8301), 
[신소재공학과],2,0739, 세라믹재료개론,소재124,3,3,조성용, ," 화15:00-15:50(Y23723), 목13:00-14:50(Y23721)", 
[신소재공학과],1,0740, 신소재공학입문,소재144,2,2,신찬선, , 수15:00-16:50(Y23721), 
[신소재공학과],3,0741, 반도체공정,소재224,3,3,조성용, ," 월13:00-13:50(Y23723), 수13:00-14:50(Y23721)", 
[신소재공학과],2,0742, 신소재실험1,소재225,2,4,임연수, , 월17:00-20:50(Y23721), 
[신소재공학과],2,1205, 신소재실험1,소재225,2,4,박종성, , 월17:00-20:50(Y23723), 
[신소재공학과],2,0743, 재료과학및공학1,소재227,3,3,박성, ," 수10:00-11:50(Y23721), 목11:00-11:50(Y23723)", 
[신소재공학과],2,0744, 금속재료개론,소재234,3,3,신찬선, ," 화10:00-11:50(Y23723), 목10:00-10:50(Y23723)", 
[신소재공학과],3,0745, 컴퓨터재료모델링,소재321,3,3,신찬선, , 목14:00-16:50(Y23723), 
[신소재공학과],3,0746, 신소재실험3,소재342,2,4,조성용, , 화17:00-20:50(Y23721), 
[신소재공학과],3,0747, 전자세라믹스,소재351,3,3,박종성, ," 화13:00-14:50(Y23723), 목13:00-13:50(Y23723)", 
[신소재공학과],3,0748, 세라믹구조재료,소재352,3,3,임연수, ," 화10:00-11:50(Y23721), 목10:00-10:50(Y23721)", 
[신소재공학과],3,0749, 상평형론,소재353,3,3,조성용, ," 목11:00-11:50(Y23721), 금10:00-11:50(Y23721)", 
[신소재공학과],4,0750, 기능성소재,소재419,3,3,윤태광, ," 월13:00-13:50(Y23721), 수10:00-11:50(Y23723)", 
[신소재공학과],4,0751, 결정학개론,소재431,3,3,박성, ," 월10:00-11:50(Y23721), 수13:00-13:50(Y23723)", 
[신소재공학과],4,0752, 캡스톤디자인1,소재436,3,4,임연수, , 목17:00-20:50(Y23721), 
[신소재공학과],4,1206, 캡스톤디자인1,소재436,3,4,박종성, , 목17:00-20:50(Y23723), 
[신소재공학과],4,1207, 캡스톤디자인1,소재436,3,4,조성용, , 목17:00-20:50(Y23718), 
[신소재공학과],4,0753, 연료전지배터리재료,소재442,3,3,박종성, ," 월16:00-16:50(Y23723), 수15:00-16:50(Y23723)", 
[신소재공학과],4,0754, 금속소재공정,소재443,3,3,신찬선, ," 월14:00-15:55(Y23723), 수14:00-14:50(Y23723)", 
[바둑학과],1,0943, 바둑학개론,바둑132,3,3,김진환, , 화09:00-11:50(Y2266), 
[바둑학과],1,0944, 사활과수읽기,바둑219,3,3,미배정, , 금10:00-12:50(Y2259), 
[바둑학과],2,0945, 바둑교육론,바둑228,3,3,김진환, , 수09:00-11:50(Y2266), 
[바둑학과],,0946, 해외바둑문화,바둑231,3,3,다니엘라트링스, , 수14:00-16:50(Y2235), 
[바둑학과],1,0947, 포석과정석,바둑315,3,3,미배정, , 금14:00-16:50(Y2259), 
[바둑학과],3,0948, 바둑사회학,바둑324,3,3,남치형, , 월14:00-16:50(Y2266), 
[바둑학과],3,0949, 바둑지도실습,바둑349,3,3,다니엘라트링스, , 금13:00-15:50(Y2235), 
[바둑학과],3,0950, 바둑영어1,바둑353,3,3,다니엘라트링스, , 화14:00-16:50(Y2235), 
[바둑학과],3,0951, 바둑사1,바둑355,3,3,남치형, , 화14:00-16:50(Y2266), 
[바둑학과],3,0952, 인공지능과바둑,바둑363,3,3,남치형, , 목14:00-16:50(Y2266), 
[바둑학과],3,0953, 바둑중국어1,바둑365,3,3,장효인, ," 월12:00-13:50(Y2235), 수13:00-13:50(Y2235)", 
[바둑학과],4,0954, 바둑평가론,바둑435,3,3,김진환, , 목09:00-11:50(Y2266), 
[바둑학과],4,0955, 바둑미디어론,바둑443,3,3,김미라, , 월09:00-11:50(Y2259), 
[바둑학과],,0956, 바둑전문실기1,바둑502,3,3,정수현, , 목14:00-16:50(Y2259), 
[디자인학부],2,0913, 영상개론,영상220,3,3,미배정, , 목14:00-16:50(Y12351), 
[디자인학부],1,1071, 드로잉,디자207,3,3,홍주혜, , 금10:00-12:50(Y12228), 
[디자인학부],1,1072, 드로잉,디자207,3,3,윤경희, , 금10:00-12:50(Y12226), 
[디자인학부],1,1073, 드로잉,디자207,3,3,조태형, , 월14:00-16:50(Y12243), 
[디자인학부],1,1074, 드로잉,디자207,3,3,한정림, , 화14:00-16:50(Y12255), 
[디자인학부],1,1075, 드로잉,디자207,3,3,김지은, , 목09:00-11:50(Y12245), 
[디자인학부],2,1076, 한국의조형,디자208,3,3,신실라, , 수14:00-16:50(Y12351), 
[디자인학부],1,1077, 디지털디자인,디자211,3,3,윤두희, , 수13:00-15:50(Y12237), 
[디자인학부],1,1078, 디지털디자인,디자211,3,3,김지헌, , 금10:00-12:50(Y12134), 
[디자인학부],2,1079, 디자인컨셉,산자213,3,3,이성훈, , 화14:00-16:50(Y12232), 
[디자인학부],,1080, 조형교육론,디자800,3,3,신실라, , 수10:00-12:50(Y12351), 
[디자인학부],1,1081, 시각디자인의원리1,시각241,3,3,오동우, , 월14:00-16:50(Y12228), 
[디자인학부],2,1082, 이미지와표현1,시각344,3,3,최재은, , 목10:00-12:50(Y12226), 
[디자인학부],2,1083, 이미지와표현1,시각344,3,3,윤경희, , 목10:00-12:50(Y12228), 
[디자인학부],2,1084, 타이포그라피1,시각346,3,3,김승태, , 화10:00-12:50(Y12237), 
[디자인학부],2,1085, 모션디자인1,시각359,3,3,미배정, , 수10:00-12:50(Y12237), 
[디자인학부],3,1086, 일러스트레이션1,시각437,3,3,최재은, , 수10:00-12:50(Y12345), 
[디자인학부],3,1087, 패키지그래픽스,시각448,3,3,김승태, , 월14:00-16:50(Y12237), 
[디자인학부],3,1088, 인터랙션디자인1,시각449,3,3,오동우, , 목10:00-12:50(Y12345), 
[디자인학부],4,1089, 시니어프로젝트1,시각542,3,3,최재은, , 월14:00-16:50(Y12239), 
[디자인학부],4,1090, BX디자인1,시각555,3,3,김승태, , 화14:00-16:50(Y12239), 
[디자인학부],4,1091, UX디자인1,시각556,3,3,오동우, , 목14:00-16:50(Y12239), 
[디자인학부],1,1092, 제품디자인기초1,산자266,3,3,최종운, , 화14:00-16:50(Y12243), 
[디자인학부],2,1093, 디자인워크숍,산자289,3,3,김지헌, , 월14:00-16:50(Y12232), 
[디자인학부],2,1094, 헬스메디컬디자인,산자290,3,3,최종운, , 수10:00-12:50(Y12232), 
[디자인학부],3,1095, 어드밴스드디자인,산자351,3,3,이성훈, , 월14:00-16:50(Y12230), 
[디자인학부],3,1096, 프로덕트디자인,산자379,3,3,최종운, , 목10:00-12:50(Y12230), 
[디자인학부],3,1097, PUI,산자381,3,3,김지헌, , 수14:00-16:50(Y12230), 
[디자인학부],4,1098, 졸업연구,디자474,1,1,최재은, , 월13:00-13:50(Y12239), 
[디자인학부],4,1099, 졸업연구,디자474,1,1,서동애, , 목16:00-16:50(Y12347), 
[디자인학부],4,1100, 시스템디자인1,산자559,3,3,최종운, , 월10:00-12:50(Y12241), 
[디자인학부],4,1101, 시스템디자인1,산자559,3,3,최종운, , 월14:00-16:50(Y12241), 
[디자인학부],4,1102, 융합디자인1,산자560,3,3,이성훈, , 목10:00-12:50(Y12241), 
[디자인학부],4,1103, 융합디자인1,산자560,3,3,이성훈, , 목14:00-16:50(Y12241), 
[디자인학부],1,1104, 영상디자인기초1,영상215,3,3,김형규, , 월14:00-16:50(Y12355), 
[디자인학부],1,1105, 타이포그래피디자인,영상216,3,3,최현호, , 수14:00-16:50(Y12355), 
[디자인학부],2,1106, 모션디자인1,영상221,3,3,김형규, , 수14:00-16:50(Y12253), 
[디자인학부],,1107, 스토리텔링과기획,영상294,3,3,미배정, , 월10:00-12:50(Y12353), 
[디자인학부],2,1108, 3Dgraphics,영상295,3,3,유형준, , 화10:00-12:50(Y12355), 
[디자인학부],3,1109, 3D캐릭터애니메이션,영상357,3,3,유형준, , 금14:00-16:50(Y12253), 
[디자인학부],3,1110, 인포그래픽디자인,영상396,3,3,임경훈, , 수14:00-16:50(Y12353), 
[디자인학부],3,1111, 영상컨텐츠디자인1,영상485,3,3,김종환, , 목14:00-16:50(Y12253), 
[디자인학부],4,1112, 영상졸업연구1,영상553,1,1,김형규, , 월18:00-18:50(Y12255), 
[디자인학부],4,1113, 포트폴리오,영상555,2,2,김형규, , 월19:00-20:50(Y12255), 
[디자인학부],4,1114, 영상컨텐츠디자인3,영상585,3,3,김종환, , 수14:00-16:50(Y12255), 
[디자인학부],4,1115, 엔터테인먼트디자인프로젝트,영상593,3,3,유형준, , 금10:00-12:50(Y12233), 
[디자인학부],4,1116, 멀티미디어디자인프로젝트1,영상596,3,3,임경훈, , 목10:00-12:50(Y12233), 
[디자인학부],1,1117, 기초의상디자인,패션200,3,3,이민선, , 화14:00-16:50(Y12245), 
[디자인학부],2,1118, 패션마케팅,패션207,3,3,전양진, , 수13:00-15:50(Y12349), 
[디자인학부],2,1119, 패션디자인1,패션209,3,3,이민선, , 월13:00-15:50(Y12245), 
[디자인학부],2,1120, 드레이핑1,패션215,3,3,정다운, , 수09:00-11:50(Y12249), 
[디자인학부],1,1121, 패션히스토리,패션220,3,3,전양진, , 목13:00-15:50(Y12349), 
[디자인학부],1,1122, 플랫패턴1,패션225,3,3,오설영, , 금10:00-12:50(Y12249), 
[디자인학부],3,1123, 패션소비자행동,패션318,3,3,장세윤, , 목10:00-12:50(Y12349), 
[디자인학부],3,1124, 어패럴디자인,패션324,3,3,김지은, , 목14:00-16:50(Y12245), 
[디자인학부],3,1125, 테일러링,패션325,3,3,오설영, , 금14:00-16:50(Y12249), 
[디자인학부],4,1126, 패션디자인컬렉션2,패션415,3,3,이민선, , 목09:00-11:50(Y12249), 
[디자인학부],4,1127, 테크니컬디자인2,패션420,3,3,서동애, , 목13:00-15:50(Y12249), 
[디자인학부],4,1128, 크리에이티브디자인2,패션421,3,3,서동애, , 화09:00-11:50(Y12247), 
[디자인학부],4,1129, 마켓리서치,패션422,3,3,전양진, , 월13:00-15:50(Y12347), 
[스포츠학부],1,0914, 전문실기1,체학201,2,2,박장근, , 화15:00-16:50(Y6404), 
[스포츠학부],1,0915, 전문실기1,체학201,2,2,박태섭, , 화15:00-16:50(Y6119), 
[스포츠학부],1,0916, 전문실기1,체학201,2,2,노갑택, , 화15:00-16:50(Y6106), 
[스포츠학부],1,0917, 전문실기1,체학201,2,2,이동준, , 화15:00-16:50(Y6302), 
[스포츠학부],1,0918, 전문실기1,체학201,2,2,김태진, , 화15:00-16:50(Y7100), 
[스포츠학부],1,0919, 전문실기1,체학201,2,2,김소희, , 화15:00-16:50(Y6402), 
[스포츠학부],2,0920, 스포츠심리,체학211,3,3,최진영, , 화09:00-11:50(Y6304), 
[스포츠학부],2,0921, 국제스포츠이벤트,체학232,3,3,박장근, , 목14:00-16:50(Y6404), 
[스포츠학부],2,0922, 축구1,체학233,2,2,김경래, , 수09:00-10:50(Y6302), 
[스포츠학부],1,0923, 건강교육학개론,체학236,3,3,이동준, ," 수13:00-14:50(Y6302), 목14:00-14:50(Y6302)", 
[스포츠학부],1,0924, 퍼스널트레이닝,체학239,2,2,전병오, , 화11:00-12:50(Y6302), 
[스포츠학부],2,0925, 전문실기3,체학281,2,2,박장근, , 화15:00-16:50(Y6404), 
[스포츠학부],2,1208, 전문실기3,체학281,2,2,박태섭, , 화15:00-16:50(Y6119), 
[스포츠학부],2,1209, 전문실기3,체학281,2,2,노갑택, , 화15:00-16:50(Y6106), 
[스포츠학부],2,1210, 전문실기3,체학281,2,2,이동준, , 화15:00-16:50(Y6302), 
[스포츠학부],2,1211, 전문실기3,체학281,2,2,김태진, , 화15:00-16:50(Y7100), 
[스포츠학부],2,1212, 전문실기3,체학281,2,2,김소희, , 화15:00-16:50(Y6402), 
[스포츠학부],3,1250, 스포츠기록분석,체학314,3,3,김주학, ," 월11:00-11:50(Y6304), 수11:00-12:50(Y6304)", 
[스포츠학부],3,0926, 뉴스포츠1,체학315,2,2,권상현, , 월13:00-14:50(Y6308), 
[스포츠학부],3,0927, 스포츠사회학,체학317,3,3,박장근, , 월12:00-14:50(Y6402), 
[스포츠학부],4,0928, 생존수영,체학403,2,2,미배정, , 토11:00-12:50(Y6119), 
[스포츠학부],4,0929, 생존수영,체학403,2,2,미배정, , 토13:00-14:50(Y6119), 
[스포츠학부],1,0930, 산악훈련,체육310,1,1,이동준, , 금13:00-13:50(Y6106), 
[스포츠학부],3,0931, 전문실기5,체육325,2,2,박장근, , 화15:00-16:50(Y6404), 
[스포츠학부],3,1213, 전문실기5,체육325,2,2,박태섭, , 화15:00-16:50(Y6119), 
[스포츠학부],3,1214, 전문실기5,체육325,2,2,노갑택, , 화15:00-16:50(Y6106), 
[스포츠학부],3,1215, 전문실기5,체육325,2,2,이동준, , 화15:00-16:50(Y6302), 
[스포츠학부],3,1216, 전문실기5,체육325,2,2,김태진, , 화15:00-16:50(Y7100), 
[스포츠학부],3,1217, 전문실기5,체육325,2,2,김소희, , 화15:00-16:50(Y6402), 
[스포츠학부],3,0932, 운동해부기능학,체육337,3,3,전병오, , 목10:00-12:50(Y6302), 
[스포츠학부],3,0933, 동작치료1,체학350,2,2,고성희, , 월15:00-16:50(Y6119), 
[스포츠학부],4,0934, 배구1,체육409,2,2,류중탁, , 화09:00-10:50(Y7100), 
[스포츠학부],4,0935, 전문실기7,체육411,2,2,박장근, , 화15:00-16:50(Y6404), 
[스포츠학부],4,1218, 전문실기7,체육411,2,2,박태섭, , 화15:00-16:50(Y6119), 
[스포츠학부],4,1219, 전문실기7,체육411,2,2,노갑택, , 화15:00-16:50(Y6106), 
[스포츠학부],4,1220, 전문실기7,체육411,2,2,이동준, , 화15:00-16:50(Y6302), 
[스포츠학부],4,1221, 전문실기7,체육411,2,2,김태진, , 화15:00-16:50(Y7100), 
[스포츠학부],4,1222, 전문실기7,체육411,2,2,김소희, , 화15:00-16:50(Y6402), 
[스포츠학부],4,1249, 빙상1,체육424,2,2,고성희, , 목11:00-12:50(Y6119), 
[스포츠학부],4,0936, 동작데이터분석,체육437,3,3,김창영, ," 월15:00-16:50(Y6404), 수16:00-16:50(Y6404)", 
[스포츠학부],,0937, 체육교육론,체육800,2,2,미배정, , 목15:00-16:50(Y6304), 
[스포츠학부],,0938, 체육교재연구및지도법,체육801,2,2,장경호, , 수13:00-14:50(Y6402), 
[스포츠학부],3,0939, 스포츠카운셀링,사체337,3,3,장경호, , 수10:00-12:50(Y6402), 
[스포츠학부],2,0940, 스포츠경영학개론,체학372,3,3,김상유, ," 화14:00-14:50(Y6119), 수15:00-16:50(Y6119)", 
[스포츠학부],4,0941, 스포츠마사지,스산401,2,2,김창영, , 목10:00-11:50(Y6404), 
[스포츠학부],4,0942, 스포츠크리닉,사체451,3,3,박태섭, , 금10:00-12:50(Y6119), 
[예술학부 피아노전공],1,0958, 전공실기1(피아노),피아201,3,3,홍은경, , 수15:00-15:50(Y22217), 예술(음악)학부 피아노전공 전용
[예술학부 피아노전공],1,0959, 전공실기2(피아노),피아202,3,3,홍은경, , 수01:00-01:50(Y22217), 예술(음악)학부 피아노전공 전용
[예술학부 피아노전공],2,0960, 전공실기3(피아노),피아203,3,3,홍은경, , 수16:00-16:50(Y22217), 예술(음악)학부 피아노전공 전용
[예술학부 피아노전공],2,0961, 전공실기4(피아노),피아204,3,3,홍은경, , 수02:00-02:50(Y22217), 예술(음악)학부 피아노전공 전용
[예술학부 피아노전공],1,0962, 반주법1,피아225,2,2,미배정, , , 
[예술학부 피아노전공],1,0963, 서양음악사1(피아노),피아226,2,2,정혜윤, , 화10:00-11:50(Y2342), 
[예술학부 피아노전공],2,0964, 화성법및건반화성3,피아244,2,2,조경아, , 월12:00-13:50(Y2337), 
[예술학부 피아노전공],1,0965, 시창.청음1(피아노),피아255,2,2,권유희, , 수09:00-10:50(Y2342), 
[예술학부 피아노전공],1,0966, 화성법및건반화성1(피아노),피아258,2,2,조경아, , 월10:00-11:50(Y2337), 
[예술학부 피아노전공],3,0967, 피아노문헌연구1,피아317,3,3,김희정, , 화10:00-12:50(Y22103), 
