과목,학년,강좌번호,교과목명,교과목번호,학점,시간,담당교수,단계,시간및강의실,비고
[예술학부 피아노전공],3,0968, 전공실기5(피아노),피아401,3,3,홍은경, , 수03:00-03:50(Y22217), 예술(음악)학부 피아노전공 전용
[예술학부 피아노전공],3,0969, 전공실기6(피아노),피아402,3,3,홍은경, , 수04:00-04:50(Y22217), 예술(음악)학부 피아노전공 전용
[예술학부 피아노전공],4,0970, 전공실기7(피아노),피아403,3,3,홍은경, , 수05:00-05:50(Y22217), 예술(음악)학부 피아노전공 전용
[예술학부 피아노전공],4,0971, 전공실기8(피아노),피아404,3,3,홍은경, , 수06:00-06:50(Y22217), 예술(음악)학부 피아노전공 전용
[예술학부 피아노전공],4,0972, 피아노교수법연구,피아423,3,3,미배정, , , 
[예술학부 피아노전공],4,0973, 현대피아노음악,피아424,2,2,권유희, , 수11:00-12:50(Y2342), 
[예술학부 피아노전공],3,0988, 음악분석1,피아331,2,2,권유희, , 수13:00-14:50(Y2342), 
[예술학부 성악전공],2,0957, 화성법1,성악208,2,2,강종희, , 월11:00-12:50(Y22103), 
[예술학부 성악전공],1,0974, 이태리어딕션1,성악141,1,1,심종민, , 목13:00-13:50(Y2339), 
[예술학부 성악전공],1,0975, 전공실기1(성악),성악201,3,3,유미숙, , 수15:00-15:50(Y22217), 예술(음악)학부 성악전공 전용
[예술학부 성악전공],1,0976, 전공실기2(성악),성악202,3,3,유미숙, , 수01:00-01:50(Y22217), 예술(음악)학부 성악전공 전용
[예술학부 성악전공],2,0977, 전공실기3(성악),성악203,3,3,유미숙, , 수16:00-16:50(Y22217), 예술(음악)학부 성악전공 전용
[예술학부 성악전공],2,0978, 전공실기4(성악),성악204,3,3,유미숙, , 수02:00-02:50(Y22217), 예술(음악)학부 성악전공 전용
[예술학부 성악전공],1,0979, 전공합창1,성악250,1,2,김호성, , 수13:00-14:50(Y3120), 
[예술학부 성악전공],2,0980, 전공합창3,성악252,1,2,김호성, , 수13:00-14:50(Y3120), 
[예술학부 성악전공],1,0981, 음악통론,성악253,2,2,이해미, , 금09:00-10:50(Y2339), 
[예술학부 성악전공],1,0982, 시창.청음1(성악),성악255,2,2,김은경, , 목09:00-10:50(Y2339), 
[예술학부 성악전공],1,0983, 서양음악사1(성악),성악257,2,2,정혜윤, , 화13:00-14:50(Y2342), 
[예술학부 성악전공],2,0984, 미디어음악컨텐츠캡스톤디자인,성악259,2,2,미배정, , 금11:00-12:50(Y2339), 
[예술학부 성악전공],2,0985, 독어딕션1,성악261,1,1,이한수, , 화16:00-16:50(Y2339), 
[예술학부 성악전공],3,0986, 불어딕션,성악329,1,1,박선정, , 월13:00-13:50(Y2339), 
[예술학부 성악전공],3,0987, 콘서트콰이어5,성악330,1,2,김호성, , 수13:00-14:50(Y3120), 
[예술학부 성악전공],3,0989, 전공실기5(성악),성악401,3,3,유미숙, , 수03:00-03:50(Y22217), 예술(음악)학부 성악전공 전용
[예술학부 성악전공],3,0990, 전공실기6(성악),성악402,3,3,유미숙, , 수04:00-04:50(Y22217), 예술(음악)학부 성악전공 전용
[예술학부 성악전공],4,0991, 전공실기7(성악),성악403,3,3,유미숙, , 수05:00-05:50(Y22217), 예술(음악)학부 성악전공 전용
[예술학부 성악전공],4,0992, 오페라클래스1,성악447,2,2,미배정, , 금13:00-14:50(Y2342), 
[예술학부 성악전공],4,0993, 영어딕션및문헌,성악450,2,2,양지영, , 화10:00-11:50(Y2339), 
[예술학부 성악전공],3,0994, 한국가곡연구,성악454,2,2,유미숙, , 목15:00-16:50(Y2339), 
[예술학부 성악전공],4,0995, 예술경영,성악455,2,2,미배정, , 월09:00-10:50(Y2339), 
[예술학부 성악전공],4,0996, 전공실기8(성악-리사이틀캡스톤디자인),성악457,3,3,유미숙, , 수06:00-06:50(Y22217), 예술(음악)학부 성악전공 전용
[예술학부 영화전공],1,1047, 영상기초워크샵1,영화102,3,3,미배정, , 월14:00-16:50(Y2237), 
[예술학부 영화전공],1,1048, 영상기초워크샵1,영화102,3,3,도성희, , 화10:00-12:50(Y2241), 외국인학생전용
[예술학부 영화전공],1,1049, 영상기초워크샵1,영화102,3,3,정승구, , 수14:00-16:50(Y2237), 
[예술학부 영화전공],,1050, 프러덕션디자인,영화204,3,3,정승구, , 수10:00-12:50(Y2237), 
[예술학부 영화전공],1,1051, 세계영화사,영화210,3,3,황규덕, , 월14:00-16:50(미배정), 
[예술학부 영화전공],,1052, 영화비평의이해,영화222,3,3,정지연, , 화14:00-16:50(미배정), 
[예술학부 영화전공],2,1053, 촬영조명워크샵1,영화231,3,4,임재수, , 화10:00-12:50(Y2245), 
[예술학부 영화전공],2,1054, 촬영조명워크샵1,영화231,3,4,임재수, , 화14:00-16:50(Y2245), 
[예술학부 영화전공],,1055, 사운드기초,영화249,3,3,임나윤, , 목10:00-12:50(Y2243), 
[예술학부 영화전공],,1056, 사운드기초,영화249,3,3,임나윤, , 금10:00-12:50(Y2243), 
[예술학부 영화전공],,1057, 포스트프로덕션워크샵,영화251,3,3,미배정, , 월10:00-12:50(Y2237), 
[예술학부 영화전공],2,1058, 영화제작워크샵1,영화253,3,3,황규덕, , 목10:00-12:50(미배정), 
[예술학부 영화전공],2,1059, 영화제작워크샵1,영화253,3,3,황규덕, , 금10:00-12:50(미배정), 
[예술학부 영화전공],2,1060, 영화제작워크샵1,영화253,3,3,도성희, , 화14:00-16:50(Y2241), 외국인학생전용
[예술학부 영화전공],3,1061, 현대영화의경향,영화320,3,3,김영진, , 수14:00-16:50(Y2256), 
[예술학부 영화전공],3,1062, 할리우드영화연구,영화321,3,3,표민수, , 목10:00-12:50(Y2237), 
[예술학부 영화전공],3,1063, 영화제작프로젝트1(캡스톤디자인),영화326,3,3,박동현, , 화10:00-12:50(Y2256), 
[예술학부 영화전공],3,1064, 영화제작프로젝트1(캡스톤디자인),영화326,3,3,박동현, , 화14:00-16:50(Y2256), 
[예술학부 영화전공],3,1065, 영화제작프로젝트1(캡스톤디자인),영화326,3,3,도성희, , 수10:00-12:50(Y2241), 외국인학생전용
[예술학부 영화전공],4,1066, 졸업프로젝트1(캡스톤디자인),영화422,3,3,김영진, , 목14:00-16:50(Y2256), 
[예술학부 영화전공],4,1067, 졸업프로젝트1(캡스톤디자인),영화422,3,3,박동현, , 금14:00-16:50(Y2256), 
[예술학부 영화전공],4,1068, 졸업프로젝트1(캡스톤디자인),영화422,3,3,도성희, , 수14:00-16:50(Y2241), 외국인학생전용
[예술학부 영화전공],,1069, 영화기획워크샵,영화501,3,3,표민수, , 금10:00-12:50(Y2237), 
[예술학부 영화전공],4,1070, 영화교육론,영화803,3,3,이상용, , 월10:00-12:50(미배정), 
[예술학부 뮤지컬공연전공],1,1015, 뮤지컬개론,뮤지204,3,3,정경성, , 수14:00-16:50(Y2143), 
[예술학부 뮤지컬공연전공],1,1016, 기초연기1,뮤지208,2,4,차태호, , 월14:00-17:50(Y12222), 
[예술학부 뮤지컬공연전공],1,1017, 기초연기1,뮤지208,2,4,차태호, , 금13:00-16:50(Y12222), 
[예술학부 뮤지컬공연전공],1,1018, 기초연기1,뮤지208,2,4,미배정, , 금13:00-16:50(Y2155), 외국인학생 전용강좌
[예술학부 뮤지컬공연전공],2,1019, 클래식발레,뮤지232,2,4,조은지, , 화13:00-16:50(Y2145), 
[예술학부 뮤지컬공연전공],2,1020, 클래식발레,뮤지232,2,4,조은지, , 목09:00-12:50(Y2145), 
[예술학부 뮤지컬공연전공],2,1021, 서구뮤지컬레파토리1,뮤지233,3,6,이창완, , 월09:00-14:50(Y2115), 
[예술학부 뮤지컬공연전공],2,1022, 서구뮤지컬레파토리1,뮤지233,3,6,박하은, , 월09:00-14:50(Y2154), 
[예술학부 뮤지컬공연전공],2,1023, 서구뮤지컬레파토리1,뮤지233,3,6,하연주, , 월09:00-14:50(Y2171), 
[예술학부 뮤지컬공연전공],2,1024, 희곡강독,뮤지255,2,4,이효정, , 수13:00-16:50(Y2119), 
[예술학부 뮤지컬공연전공],2,1025, 희곡강독,뮤지255,2,4,미배정, , 수13:00-16:50(Y2145), 
[예술학부 뮤지컬공연전공],2,1026, 중급연기1,뮤지256,2,4,신서진, , 목15:00-18:50(Y2119), 
[예술학부 뮤지컬공연전공],2,1027, 중급연기1,뮤지256,2,4,최서은, , 목15:00-18:50(Y2115), 
[예술학부 뮤지컬공연전공],1,1028, 시창1,뮤지261,2,4,민활난, , 월09:00-12:50(미배정), 
[예술학부 뮤지컬공연전공],1,1029, 시창1,뮤지261,2,4,오민영, , 월09:00-12:50(미배정), 
[예술학부 뮤지컬공연전공],1,1030, 시창1,뮤지261,2,4,구민경, , 월09:00-12:50(미배정), 
[예술학부 뮤지컬공연전공],2,1031, 무대기술1,뮤지263,2,4,남우철, , 수09:00-12:50(Y2143), 
[예술학부 뮤지컬공연전공],3,1032, 한국뮤지컬레파토리1,뮤지328,3,6,최은지, , 수09:00-14:50(Y2115), 
[예술학부 뮤지컬공연전공],3,1033, 한국뮤지컬레파토리1,뮤지328,3,6,박정희, , 수09:00-14:50(Y2171), 
[예술학부 뮤지컬공연전공],3,1034, 한국뮤지컬레파토리1,뮤지328,3,6,미배정, , 수09:00-14:50(Y2154), 
[예술학부 뮤지컬공연전공],3,1035, 종합뮤지컬제작실습1,뮤지330,4,8,남우철, ," 화17:00-20:50(Y2145), 목17:00-20:50(Y2145)", 
[예술학부 뮤지컬공연전공],3,1036, 종합뮤지컬제작실습1,뮤지330,4,8,하연주, ," 수17:00-20:50(Y2145), 금17:00-20:50(Y2145)", 
[예술학부 뮤지컬공연전공],3,1037, 한국무용,뮤지334,2,4,조은지, , 목13:00-16:50(Y2145), 
[예술학부 뮤지컬공연전공],3,1038, 한국무용,뮤지334,2,4,미배정, , 목09:00-12:50(Y2119), 외국인학생 전용강좌
[예술학부 뮤지컬공연전공],4,1039, 합창1,뮤지414,2,4,최은지, , 금09:00-12:50(Y2155), 
[예술학부 뮤지컬공연전공],4,1040, 합창1,뮤지414,2,4,박정희, , 금09:00-12:50(Y2119), 
[예술학부 뮤지컬공연전공],4,1041, 뮤지컬댄스1,뮤지425,2,4,김종우, , 수11:00-14:50(Y2155), 
[예술학부 뮤지컬공연전공],4,1042, 예술경영1,뮤지426,3,3,송경옥, , 화13:00-15:50(Y2143), 
[예술학부 뮤지컬공연전공],4,1043, 오디션 1,뮤지427,2,4,이태원, , 월09:00-12:50(Y2155), 
[예술학부 뮤지컬공연전공],4,1044, 오디션 1,뮤지427,2,4,이태원, , 월13:00-17:50(Y2155), 
[예술학부 뮤지컬공연전공],4,1045, 종합뮤지컬제작실습3,뮤지431,4,8,최일규, ," 화17:00-20:50(Y2119), 목17:00-20:50(Y2119)", 
[예술학부 뮤지컬공연전공],4,1046, 종합뮤지컬제작실습3,뮤지431,4,8,최일규, ," 수17:00-20:50(Y2119), 금17:00-20:50(Y2119)", 
[예술학부 아트앤멀티미디어작곡전공],1,0997, 전공실기1(조성음악기초작곡),작곡103,3,3,김시형, , 수15:00-15:50(Y22217), 예술(음악)학부 아트앤멀티미디어작곡전공 전용
[예술학부 아트앤멀티미디어작곡전공],1,0998, 전공실기2(미디작곡),작곡104,3,3,김시형, , 수01:00-01:50(Y22217),  아트앤멀티미디어작곡(작곡)전공 전용
[예술학부 아트앤멀티미디어작곡전공],1,0999, 화성법및건반화성1(아트앤멀티미디어작곡),작곡105,2,2,박윤경, , 화14:00-15:50(Y2337), 
[예술학부 아트앤멀티미디어작곡전공],1,1000, 음악이론및시창.청음(아트앤멀티미디어작곡),작곡106,2,2,정혜윤, , 월10:00-11:50(Y2342), 
[예술학부 아트앤멀티미디어작곡전공],1,1001, 작곡소프트웨어연구,작곡260,2,2,김시형, , 금15:00-16:50(Y22107), 
[예술학부 아트앤멀티미디어작곡전공],2,1002, 고급화성,작곡268,2,2,박용빈, , 수11:00-12:50(Y22107), 
[예술학부 아트앤멀티미디어작곡전공],2,1003, 대위법1,작곡275,2,2,이복남, , 목11:00-12:50(Y2337), 
[예술학부 아트앤멀티미디어작곡전공],2,1004, 음악분석,작곡277,2,2,김시형, , 월15:00-16:50(Y22107), 
[예술학부 아트앤멀티미디어작곡전공],2,1005, 전공실기3(영상음악기초작곡),작곡282,3,3,김시형, , 수16:00-16:50(Y22217), 아트앤멀티미디어작곡(작곡)전공 전용
[예술학부 아트앤멀티미디어작곡전공],2,1006, 전공실기4(조성음악심화작곡),작곡283,3,3,김시형, , 수02:00-02:50(Y22217), 아트앤멀티미디어작곡(작곡)전공 전용
[예술학부 아트앤멀티미디어작곡전공],3,1007, 앙상블편곡법,작곡311,2,2,석승희, , 화13:00-14:50(Y22107), 
[예술학부 아트앤멀티미디어작곡전공],3,1008, 현대음악분석,작곡378,2,2,이복남, , 수13:00-14:50(Y2337), 
[예술학부 아트앤멀티미디어작곡전공],3,1009, 합창편곡법,작곡384,2,2,강소정, , 월11:00-12:50(Y2339), 
[예술학부 아트앤멀티미디어작곡전공],3,1010, 전공실기5(성악및보컬음악작곡),작곡385,3,3,김시형, , 수03:00-03:50(Y22217), 아트앤멀티미디어작곡(작곡)전공 전용
[예술학부 아트앤멀티미디어작곡전공],,1011, 전공실기6(현대음악작곡),작곡386,3,3,김시형, , 수04:00-04:50(Y22217), 아트앤멀티미디어작곡(작곡)전공 전용
[예술학부 아트앤멀티미디어작곡전공],4,1012, 오디오편집(믹싱앤마스터링),작곡405,2,2,장대훈, , 수13:00-14:50(Y22107), 
[예술학부 아트앤멀티미디어작곡전공],4,1013, 멀티미디어음악,작곡435,2,2,이태현, , 화10:00-11:50(Y22107), 
[예술학부 아트앤멀티미디어작곡전공],4,1014, 전공실기7(오케스트라작곡),작곡437,3,3,김시형, , 수05:00-05:50(Y22217), 아트앤멀티미디어작곡(작곡)전공 전용
[건축대학],4,1204, 건축법규,건축141,3,3,이재인, , 화09:00-11:50(Y12320), 
[건축대학],2,1202, 건축구조의이해,건축155,3,3,김영민, , 수09:00-11:50(Y12122), 
[건축대학],2,1203, 건축구조의이해,건축155,3,3,김영민, , 수15:00-17:50(Y12122), 
[건축대학],1,1201, 건축설계와조형1,건축223,4,8,이종우, ," 목18:00-18:50(Y20101), 금10:00-11:50(Y20101), 금13:00-17:50(Y20101)", 
[건축학부],2,1130, 대지조성계획,건축114,3,3,서무현, , 금15:00-17:50(Y12220), 
[건축학부],4,1131, 건축설계6,건축119,5,10,김남훈, ," 월14:00-18:50(Y20401), 목16:00-20:50(Y20401)", 
[건축학부],4,1132, 건축설계6,건축119,5,10,최종원, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],4,1133, 건축설계6,건축119,5,10,조준호, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],2,1134, 건축과문화,건축122,3,3,강범준, , 화09:00-11:50(Y12220), 
[건축학부],4,1135, 현대건축론,건축123,3,3,김란수, , 금12:00-14:50(Y12320), 
[건축학부],2,1137, 건축CAD,건축146,3,6,이상현, , 수09:00-14:50(Y12120-1), 
[건축학부],2,1138, 건축CAD,건축146,3,6,미배정, , 금09:00-14:50(Y12120-1), 
[건축학부],3,1139, 도시주거환경계획,건축154,3,3,박인석, ," 월13:00-13:50(Y12320), 목12:00-13:50(Y12320)", 
[건축학부],3,1142, 건축구조시스템,건축156,3,3,김영민, , 화09:00-11:50(Y12122), 
[건축학부],3,1143, 건축재료및구법,건축210,3,3,이윤섭, , 화12:00-14:50(Y12220), 
[건축학부],2,1144, 건축설계1,건축211,5,10,이재인, ," 월14:00-18:50(Y20204), 목16:00-20:50(Y20204)", 
[건축학부],2,1145, 건축설계1,건축211,5,10,이명주, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],2,1146, 건축설계1,건축211,5,10,이상현, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],2,1147, 건축설계1,건축211,5,10,현상훈, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],2,1148, 건축설계1,건축211,5,10,박봉준, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],2,1149, 건축설계1,건축211,5,10,미배정, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],3,1151, 환경시스템1,건축310,3,3,이지환, , 금09:00-11:50(Y12122), 
[건축학부],3,1152, 환경시스템1,건축310,3,3,이지환, , 금14:00-16:50(Y12122), 
[건축학부],4,1153, 건축시공,건축312,3,3,강승희, , 화12:00-14:50(Y12320), 
[건축학부],3,1154, 건축설계3,건축314,5,10,이준석, ," 월14:00-18:50(Y20301), 목16:00-20:50(Y20301)", 
[건축학부],3,1155, 건축설계3,건축314,5,10,백소훈, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],3,1156, 건축설계3,건축314,5,10,이종환, ," 월14:00-18:50(미배정), 목19:00-23:50(미배정)", 
[건축학부],3,1157, 건축설계3,건축314,5,10,시희주, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],3,1158, 건축설계3,건축314,5,10,신은호, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],4,1160, 건축설계5,건축412,5,10,김정수, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],4,1161, 건축설계5,건축412,5,10,유근록, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],4,1162, 건축설계5,건축412,5,10,임도균, ," 월14:00-20:50(미배정), 토13:00-15:50(미배정)", 
[건축학부],5,1163, 건축설계7,건축414,5,10,이재인, ," 월19:00-23:50(Y20501-2), 수18:00-22:50(Y20501-2)", 
[건축학부],5,1164, 건축설계7,건축414,5,10,김정수, ," 월19:00-23:50(미배정), 수18:00-22:50(미배정)", 
[건축학부],5,1165, 건축설계7,건축414,5,10,전진영, ," 월13:00-16:50(Y20501-2), 수16:00-21:50(미배정)", 
[건축학부],5,1166, 건축설계7,건축414,5,10,전진영, ," 월18:00-21:50(미배정), 목16:00-21:50(Y20501-2)", 
[건축학부],5,1167, 건축설계7,건축414,5,10,옥태범, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],5,1168, 건축설계7,건축414,5,10,한지만, ," 월14:00-18:50(미배정), 목16:00-20:50(미배정)", 
[건축학부],5,1169, 전공심화세미나3,건축416,1,1,이준석, , 목21:00-21:50(Y12320), 
[건축학부],4,1170, 건축설계실무와창업,건축417,3,3,옥태범, , 수09:00-11:50(Y12320), 
[건축학부 건축학전공],,1171, 건축기획,건학228,3,3,박정연, , 목09:00-11:50(Y12220), 
[건축학부 건축학전공],,1172, 도시공간계획론,건학229,3,3,강범준, , 목10:00-12:50(Y12122), 
[건축학부 건축학전공],3,1173, 건축시각표현,건학231,3,3,이준석, , 수15:00-17:50(Y12320)," 건축설계3,5,6 수강자 외 학생은 수강 불가"
[건축학부 건축학전공],3,1174, 근현대건축사,건학233,3,3,이종우, , 화15:00-17:50(Y12320), 
[건축학부 건축학전공],3,1175, 근현대건축사,건학233,3,3,이종우, , 수12:00-14:50(Y12320), 
[건축학부 건축학전공],,1176, 건축분석,건학235,3,3,강범준, , 금09:00-11:50(Y12320), 
[건축학부 건축학전공],,1177, 건축구조계획,건학247,3,3,김영민, , 화15:00-17:50(Y12122), 
[건축학부 건축학전공],4,1178, 실내환경평가,건학401,3,3,이지환, , 화15:00-17:50(Y12120-1), 
[건축학부 전통건축전공],2,1179, 한옥실습,전건240,3,3,백소훈, , 금09:00-11:50(미배정), 
[건축학부 전통건축전공],,1180, 동양목조건축사,전건248,3,3,백소훈, , 수09:00-11:50(Y12220), 
[건축학부 전통건축전공],3,1181, 목구조,전건253,3,3,오규성, , 금10:00-12:50(Y12220), 
[건축학부 전통건축전공],,1182, 한국건축유형사,전건254,3,3,한지만, , 화12:00-14:50(Y12122), 
[건축학부 전통건축전공],5,1183, 건축문화유산론,전건256,3,3,백소훈, , 수15:00-17:50(Y12220), 
[건축학부 공간디자인전공],2,1184, 공간디자인1,공간201,5,10,양지윤, ," 월14:00-18:50(Y12102), 목14:01-18:50(Y12102)", 
[건축학부 공간디자인전공],2,1185, 컴퓨터그래픽스,공간202,3,3,미배정, , 금12:00-14:50(Y12105), 
[건축학부 공간디자인전공],2,1186, 색채와재료,공간203,3,3,오상은, , 화14:00-16:50(Y12102), 
[건축학부 공간디자인전공],2,1187, 공간디자인사,공간205,3,3,박소람, , 수10:00-12:50(Y12102), 
[건축학부 공간디자인전공],3,1188, 공간디자인3,공간301,5,10,문소현, ," 월14:00-18:50(Y12111), 목14:00-18:50(Y12111)", 
[건축학부 공간디자인전공],3,1189, 공간조형,공간304,3,3,최원석, , 화10:00-12:50(Y12111), 
[건축학부 공간디자인전공],3,1190, 공간디자인방법론,공간307,3,3,양지윤, , 수10:00-12:50(Y12113), 
[건축학부 공간디자인전공],4,1191, 공간디자인5,공간401,5,10,채민규, ," 월14:00-18:50(Y12113), 목14:00-18:50(Y12113)", 
[건축학부 공간디자인전공],4,1192, 경관디자인론,공간402,3,3,이숙진, , 수14:00-16:50(Y12111), 
[건축학부 공간디자인전공],4,1193, 공간디자인실무,공간403,3,3,전정계, , 금14:00-16:50(Y12111), 
[건축학부 공간디자인전공],5,1194, 공간디자인7,공간501,5,10,오상은, ," 월14:00-18:50(Y12109), 목14:00-18:50(Y12109)", 
[정보통신공학과],1,0672, 파이썬,정통101,3,3,김성철, ," 월15:00-16:50(Y5637), 수15:00-15:50(Y5637)", 
[정보통신공학과],1,0673, 파이썬,정통101,3,3,배종우, ," 월14:00-14:50(Y5534), 수13:00-14:50(Y5534)", 
[정보통신공학과],1,0674, 파이썬,정통101,3,3,배종우, ," 월15:00-16:50(Y5534), 수15:00-15:50(Y5534)", 
[정보통신공학과],2,0675, 회로이론,정통249,3,3,신서용, ," 월14:00-14:50(Y5434), 수13:00-14:50(Y5434)", 
[정보통신공학과],2,0676, 회로이론,정통249,3,3,강환일, , 화16:00-18:50(Y5434), 
[정보통신공학과],2,0677, 디지털논리회로,정통250,3,3,신서용, ," 월09:00-09:50(Y5434), 수09:00-10:50(Y5434)", 
[정보통신공학과],2,0678, 디지털논리회로,정통250,3,3,신서용, ," 월10:00-11:50(Y5434), 수11:00-11:50(Y5434)", 
[정보통신공학과],2,0679, 고급C언어,정통279,3,3,박현희, ," 화10:00-11:50(Y5637), 목11:00-11:50(Y5637)", 
[정보통신공학과],2,0680, 고급C언어,정통279,3,3,박현희, ," 화13:00-13:50(Y5637), 목13:00-14:50(Y5637)", 
[정보통신공학과],2,0681, 고급C언어,정통279,3,3,박현희, ," 화14:00-15:50(Y5637), 목15:00-15:50(Y5637)", 
[정보통신공학과],2,0682, 데이터통신,정통280,3,3,한승수, ," 월14:00-14:50(Y5428), 수13:00-14:50(Y5428)", 
[정보통신공학과],2,0683, 데이터통신,정통280,3,3,한승수, ," 월15:00-16:50(Y5428), 수15:00-15:50(Y5428)", 
[정보통신공학과],3,0684, 정보보안,정통311,3,3,염대현, ," 화09:00-09:50(Y5425), 목09:00-10:50(Y5425)", 
[정보통신공학과],3,0685, 정보보안,정통311,3,3,염대현, ," 화10:00-11:50(Y5425), 목11:00-11:50(Y5425)", 
[정보통신공학과],3,0686, 기계학습,정통316,3,3,강진규, ," 월09:00-09:50(Y5534), 수09:00-10:50(Y5534)", 
[정보통신공학과],3,0687, 기계학습,정통316,3,3,강진규, ," 월10:00-11:50(Y5534), 수11:00-11:50(Y5534)", 
[정보통신공학과],3,0688, 신호및시스템,정통349,3,3,한승수, ," 월09:00-09:50(Y5428), 수09:00-10:50(Y5428)", 
[정보통신공학과],3,0689, 신호및시스템,정통349,3,3,한승수, ," 월10:00-11:50(Y5428), 수11:00-11:50(Y5428)", 
[정보통신공학과],4,0690, 모바일프로그래밍,정통350,3,3,김성철, ," 월09:00-09:50(Y5637), 수09:00-10:50(Y5637)", 추후 IPP 학생 33명 수기입력 예정
[정보통신공학과],4,0691, 모바일프로그래밍,정통350,3,3,김성철, ," 월10:00-11:50(Y5637), 수11:00-11:50(Y5637)", 
[정보통신공학과],3,0692, 통신이론,정통376,3,3,황유모, ," 화14:00-15:50(Y5428), 목15:00-15:50(Y5428)", 
[정보통신공학과],3,0693, 확률및랜덤프로세스,정통390,3,3,김인택, ," 월14:00-14:50(Y5637), 수13:00-14:50(Y5637)", 
[정보통신공학과],3,0694, 확률및랜덤프로세스,정통390,3,3,유철우, ," 월15:00-16:50(Y5425), 수15:00-15:50(Y5425)", 
[정보통신공학과],3,0695, 임베디드시스템,정통405,3,3,배종우, ," 화14:00-15:50(Y5534), 목15:00-15:50(Y5534)", 
[정보통신공학과],4,0696, 데이터베이스,정통413,3,3,정재희, ," 화10:00-11:50(Y5434), 목11:00-11:50(Y5534)", 추후 IPP 학생 33명 수기입력 예정
[정보통신공학과],4,0697, 데이터베이스,정통413,3,3,정재희, ," 화13:00-13:50(Y5534), 목13:00-14:50(Y5434)", 
[정보통신공학과],4,0698, 알고리즘,정통417,3,3,염대현, ," 월09:00-09:50(Y5425), 수09:00-10:50(Y5425)", 
[정보통신공학과],4,1281, 알고리즘,정통417,3,3,김인택, ," 월15:00-16:50(Y5434), 수15:00-15:50(Y5434)", 
[정보통신공학과],4,0700, 인터넷프로그래밍,정통418,3,3,정재희, ," 화09:00-09:50(Y5534), 목09:00-10:50(Y5534)", 추후 IPP 학생 33명 수기입력 예정
[정보통신공학과],4,0701, 이동통신,정통423,3,3,유철우, ," 월14:00-14:50(Y5425), 수13:00-14:50(Y5425)", 
[정보통신공학과],4,0702, 캡스톤디자인1,정통507,3,3,한승수, , 월17:00-19:50(Y5428), 
[정보통신공학과],4,0703, 캡스톤디자인1,정통507,3,3,김성철, , 월17:00-19:50(Y5637), 
[정보통신공학과],4,0704, 캡스톤디자인1,정통507,3,3,배종우, , 월17:00-19:50(Y5534), 
[정보통신공학과],4,0705, 캡스톤디자인1,정통507,3,3,유철우, , 월17:00-19:50(Y5425), 
[정보통신공학과],4,0706, 캡스톤디자인2,정통508,3,3,염대현, , 화13:00-15:50(Y5425), 
[국제학부],2,1195, 경영통계응용,국제208,3,3,유단, , 화14:00-17:00(미배정), 
[국제학부],3,1196, 국제경영전략,국제308,3,3,유단, , 화09:00-12:00(미배정), 
[국제학부],4,1197, 조직개발론,국제403,3,3,동초희, , 금09:00-12:00(미배정), 
[국제학부],4,1198, 중국비즈니스전략,국제404,3,3,유단, , 수09:00-12:00(미배정), 
[국제학부],4,1199, 창의혁신리더십론,국제405,3,3,동초희, , 금14:00-17:00(미배정), 
